,Argentina,Buenos Aires,Catamarca,Chaco,Chubut,Córdoba,Corrientes,Entre Ríos,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquén,Río Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucumán,CABA
159,1280.0,550.0,0.0,94.0,1.0,38.0,0.0,0.0,0.0,3.0,0.0,8.0,10.0,3.0,14.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,589.0
160,1307.0,572.0,0.0,96.0,1.0,38.0,0.0,0.0,0.0,3.0,0.0,9.0,10.0,3.0,14.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,621.0
161,1351.0,585.0,0.0,99.0,1.0,38.0,0.0,0.0,0.0,4.0,0.0,9.0,10.0,3.0,14.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,635.0
162,1385.0,607.0,0.0,101.0,1.0,38.0,0.0,0.0,0.0,5.0,0.0,9.0,10.0,3.0,15.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,651.0
163,1403.0,625.0,0.0,101.0,1.0,38.0,0.0,0.0,0.0,5.0,0.0,9.0,10.0,3.0,15.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,663.0
164,1481.0,659.0,0.0,107.0,1.0,38.0,0.0,0.0,0.0,5.0,0.0,9.0,10.0,3.0,19.0,41.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,690.0
165,1507.0,684.0,0.0,108.0,1.0,38.0,0.0,0.0,0.0,6.0,0.0,9.0,10.0,3.0,19.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,704.0
166,1582.0,696.0,0.0,109.0,1.0,38.0,0.0,0.0,0.0,7.0,0.0,9.0,10.0,3.0,20.0,45.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,717.0
167,1644.0,750.0,0.0,109.0,1.0,38.0,0.0,0.0,0.0,7.0,0.0,9.0,10.0,3.0,20.0,45.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,742.0
168,1694.0,771.0,0.0,112.0,1.0,38.0,0.0,0.0,0.0,10.0,0.0,9.0,10.0,3.0,20.0,45.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,769.0
169,1720.0,824.0,0.0,116.0,1.0,38.0,0.0,0.0,0.0,12.0,0.0,10.0,10.0,3.0,20.0,45.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,791.0
170,1774.0,835.0,0.0,116.0,2.0,38.0,0.0,0.0,0.0,12.0,0.0,11.0,10.0,3.0,21.0,46.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,801.0
171,1810.0,865.0,0.0,116.0,2.0,38.0,0.0,0.0,0.0,12.0,0.0,11.0,10.0,3.0,21.0,48.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,832.0
172,1845.0,886.0,0.0,117.0,2.0,38.0,0.0,0.0,0.0,13.0,0.0,11.0,10.0,3.0,21.0,49.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,845.0
173,1903.0,908.0,0.0,119.0,2.0,38.0,0.0,1.0,0.0,15.0,0.0,11.0,10.0,3.0,21.0,50.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,858.0
174,1968.0,934.0,0.0,120.0,2.0,38.0,0.0,2.0,0.0,17.0,0.0,13.0,10.0,3.0,22.0,52.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,899.0
175,2050.0,946.0,0.0,121.0,2.0,38.0,0.0,4.0,0.0,17.0,0.0,13.0,11.0,3.0,22.0,53.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,936.0
176,2112.0,1011.0,0.0,121.0,2.0,39.0,0.0,4.0,0.0,24.0,0.0,13.0,13.0,3.0,22.0,53.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,970.0
177,2178.0,1053.0,0.0,122.0,2.0,39.0,0.0,5.0,0.0,26.0,0.0,13.0,14.0,3.0,22.0,54.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,993.0
178,2220.0,1081.0,0.0,122.0,2.0,39.0,0.0,5.0,0.0,26.0,0.0,16.0,16.0,3.0,22.0,56.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,1024.0
179,22260.0,1102.0,0.0,123.0,2.0,40.0,0.0,5.0,0.0,27.0,0.0,16.0,17.0,3.0,22.0,57.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,1042.0
180,2373.0,1123.0,0.0,123.0,2.0,40.0,0.0,5.0,0.0,27.0,0.0,16.0,17.0,3.0,22.0,60.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,1060.0
181,2490.0,1180.0,0.0,123.0,2.0,42.0,0.0,6.0,0.0,34.0,0.0,17.0,17.0,3.0,22.0,62.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,1129.0
182,2588.0,1229.0,0.0,126.0,2.0,42.0,0.0,6.0,0.0,39.0,0.0,18.0,19.0,3.0,22.0,63.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,1175.0
183,2702.0,1281.0,0.0,128.0,2.0,42.0,0.0,6.0,0.0,41.0,0.0,18.0,20.0,3.0,23.0,64.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,1229.0
184,2807.0,1350.0,0.0,133.0,2.0,43.0,0.0,6.0,0.0,44.0,0.0,18.0,20.0,3.0,23.0,64.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,5.0,1288.0
185,2893.0,1430.0,0.0,136.0,2.0,43.0,1.0,6.0,0.0,45.0,0.0,18.0,21.0,3.0,23.0,64.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,5.0,1319.0
186,2939.0,1496.0,0.0,136.0,2.0,44.0,1.0,6.0,0.0,46.0,0.0,19.0,25.0,3.0,23.0,64.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,5.0,1334.0
187,3059.0,1533.0,0.0,137.0,2.0,44.0,1.0,6.0,0.0,47.0,0.0,20.0,26.0,3.0,23.0,64.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,5.0,1351.0
188,3179.0,1592.0,0.0,139.0,2.0,46.0,1.0,7.0,0.0,49.0,0.0,21.0,30.0,3.0,23.0,66.0,1.0,0.0,0.0,2.0,13.0,0.0,1.0,5.0,1429.0
189,3288.0,1661.0,0.0,141.0,2.0,46.0,1.0,7.0,0.0,53.0,0.0,21.0,32.0,3.0,23.0,69.0,1.0,0.0,0.0,2.0,14.0,0.0,1.0,5.0,1480.0
190,3441.0,1684.0,0.0,143.0,3.0,47.0,1.0,7.0,0.0,54.0,0.0,21.0,32.0,3.0,23.0,71.0,1.0,0.0,0.0,3.0,14.0,0.0,2.0,5.0,1567.0
191,3543.0,1847.0,0.0,144.0,3.0,49.0,2.0,7.0,0.0,54.0,0.0,21.0,34.0,3.0,23.0,74.0,1.0,0.0,0.0,3.0,16.0,0.0,3.0,5.0,1567.0
192,3596.0,1914.0,0.0,146.0,3.0,49.0,2.0,7.0,0.0,57.0,0.0,23.0,35.0,3.0,23.0,74.0,2.0,0.0,0.0,3.0,16.0,0.0,3.0,5.0,1603.0
